Production_Month,Region,Facility_Type,Operator,Oil_Volume_m3,Gas_Volume_e3m3,Water_Volume_m3,Active_Well_Count,Uptime_Hours
2021-09-01,Central Alberta,Battery,Foothills Gas Co,2937.7,10622.8,8345.5,133,704.8
2021-09-01,Central Alberta,Gas Plant,Foothills Gas Co,833.9,35609.0,1683.2,39,701.8
2021-09-01,Central Alberta,Oil Sands Facility,Foothills Gas Co,6422.5,2764.8,20360.0,314,730.5
2021-09-01,Central Alberta,Pipeline Terminal,Foothills Gas Co,1928.5,19835.7,4229.4,83,707.3
2021-09-01,Central Alberta,Compressor Station,Foothills Gas Co,1167.7,27025.0,2141.0,54,738.5
2021-09-01,Southern Alberta,Battery,Foothills Gas Co,1189.4,11893.8,2697.7,77,687.7
2021-09-01,Southern Alberta,Gas Plant,Foothills Gas Co,337.3,39836.9,989.4,23,715.0
2021-09-01,Southern Alberta,Oil Sands Facility,Foothills Gas Co,2815.8,3352.2,5664.6,192,741.2
2021-09-01,Southern Alberta,Pipeline Terminal,Foothills Gas Co,749.8,21327.7,1788.2,48,726.8
2021-09-01,Southern Alberta,Compressor Station,Foothills Gas Co,467.4,29916.7,1286.5,33,737.0
2021-10-01,Peace River,Battery,Ridgeline Oil Corp,4707.1,6556.3,12365.1,184,662.8
2021-10-01,Peace River,Gas Plant,Ridgeline Oil Corp,1431.1,23540.1,4454.0,57,724.2
2021-10-01,Peace River,Oil Sands Facility,Ridgeline Oil Corp,10784.9,1788.3,31794.7,438,719.4
2021-10-01,Peace River,Pipeline Terminal,Ridgeline Oil Corp,2723.7,10791.0,6561.9,119,711.9
2021-10-01,Peace River,Compressor Station,Ridgeline Oil Corp,1995.3,17786.7,5160.7,80,701.0
2021-10-01,Athabasca,Battery,Northland Energy Corp,10277.4,2271.8,25515.0,339,704.5
2021-10-01,Athabasca,Gas Plant,Northland Energy Corp,3118.4,8140.8,9866.5,99,728.3
2021-10-01,Athabasca,Oil Sands Facility,Northland Energy Corp,26387.5,694.4,76256.4,866,669.0
2021-10-01,Athabasca,Pipeline Terminal,Northland Energy Corp,6510.0,4093.3,11966.9,216,704.2
2021-10-01,Athabasca,Compressor Station,Northland Energy Corp,4803.0,6795.0,9739.1,147,691.3
2021-10-01,Cold Lake,Battery,Prairie Basin Resources,7589.2,1739.2,19003.4,271,679.0
2021-10-01,Cold Lake,Gas Plant,Prairie Basin Resources,2300.8,6226.8,6802.5,76,732.1
2021-10-01,Cold Lake,Oil Sands Facility,Prairie Basin Resources,18596.4,507.3,32536.3,597,706.4
2021-10-01,Cold Lake,Pipeline Terminal,Prairie Basin Resources,4507.8,2938.4,7280.6,156,702.0
2021-10-01,Cold Lake,Compressor Station,Prairie Basin Resources,3174.7,4656.2,9063.8,108,732.1
2021-10-01,Central Alberta,Battery,Ridgeline Oil Corp,2647.8,9574.5,6474.0,127,677.8
2021-10-01,Central Alberta,Gas Plant,Ridgeline Oil Corp,860.8,36761.0,2599.7,38,663.9
2021-10-01,Central Alberta,Oil Sands Facility,Ridgeline Oil Corp,6158.9,2651.3,18975.2,325,707.3
2021-10-01,Central Alberta,Pipeline Terminal,Ridgeline Oil Corp,1639.5,16863.6,5059.5,82,740.8
2021-10-01,Central Alberta,Compressor Station,Ridgeline Oil Corp,1183.7,27395.1,3318.6,57,693.5
2021-10-01,Southern Alberta,Battery,Prairie Basin Resources,1061.9,10618.5,1975.0,77,730.1
2021-10-01,Southern Alberta,Gas Plant,Prairie Basin Resources,324.1,38274.2,983.5,22,723.5
2021-10-01,Southern Alberta,Oil Sands Facility,Prairie Basin Resources,2500.9,2977.2,7956.8,188,702.1
2021-10-01,Southern Alberta,Pipeline Terminal,Prairie Basin Resources,752.3,21398.3,1268.3,49,730.4
2021-10-01,Southern Alberta,Compressor Station,Prairie Basin Resources,459.8,29427.0,1301.4,34,693.3
2021-11-01,Peace River,Battery,Pemberton Resources Inc,4551.8,6340.0,7498.6,187,743.4
2021-11-01,Peace River,Gas Plant,Pemberton Resources Inc,1277.0,21004.6,2770.2,58,696.3
2021-11-01,Peace River,Oil Sands Facility,Pemberton Resources Inc,10486.4,1738.8,27863.2,430,712.0
2021-11-01,Peace River,Pipeline Terminal,Pemberton Resources Inc,2854.3,11308.3,7823.6,115,673.0
2021-11-01,Peace River,Compressor Station,Pemberton Resources Inc,1880.8,16765.6,4916.9,82,686.6
2021-11-01,Athabasca,Battery,Suncrest Oil Inc,9792.5,2164.7,15749.4,349,690.2
2021-11-01,Athabasca,Gas Plant,Suncrest Oil Inc,2925.2,7636.4,5300.5,100,697.7
2021-11-01,Athabasca,Oil Sands Facility,Suncrest Oil Inc,24366.5,641.2,54894.6,791,689.7
2021-11-01,Athabasca,Pipeline Terminal,Suncrest Oil Inc,6108.1,3840.6,15617.6,218,692.4
2021-11-01,Athabasca,Compressor Station,Suncrest Oil Inc,4192.2,5930.9,9308.7,142,735.7
2021-11-01,Cold Lake,Battery,Vermilion Fields Corp,7598.0,1741.2,24048.3,259,674.2
2021-11-01,Cold Lake,Gas Plant,Vermilion Fields Corp,2062.1,5580.8,3757.4,73,701.4
2021-11-01,Cold Lake,Oil Sands Facility,Vermilion Fields Corp,15751.2,429.7,36156.6,596,700.7
2021-11-01,Cold Lake,Pipeline Terminal,Vermilion Fields Corp,4227.7,2755.8,8466.9,156,712.5
2021-11-01,Cold Lake,Compressor Station,Vermilion Fields Corp,3035.2,4451.7,5806.0,103,685.6
2021-11-01,Central Alberta,Battery,Crestwood Energy Ltd,2780.7,10055.1,5927.2,134,727.5
2021-11-01,Central Alberta,Gas Plant,Crestwood Energy Ltd,744.9,31809.0,1590.8,39,732.2
2021-11-01,Central Alberta,Oil Sands Facility,Crestwood Energy Ltd,6509.9,2802.4,11833.7,304,739.6
2021-11-01,Central Alberta,Pipeline Terminal,Crestwood Energy Ltd,1566.7,16114.5,3294.3,86,741.4
2021-11-01,Central Alberta,Compressor Station,Crestwood Energy Ltd,1058.3,24491.8,2870.0,55,708.4
2021-11-01,Southern Alberta,Battery,Pemberton Resources Inc,1011.1,10110.9,2226.1,80,693.0
2021-11-01,Southern Alberta,Gas Plant,Pemberton Resources Inc,289.4,34176.2,724.1,23,705.8
2021-11-01,Southern Alberta,Oil Sands Facility,Pemberton Resources Inc,2509.7,2987.8,6224.5,190,698.8
2021-11-01,Southern Alberta,Pipeline Terminal,Pemberton Resources Inc,674.7,19191.3,1552.8,47,718.2
2021-11-01,Southern Alberta,Compressor Station,Pemberton Resources Inc,456.6,29220.0,1311.8,32,701.9
2021-12-01,Peace River,Battery,Crestwood Energy Ltd,4213.8,5869.2,8373.8,194,720.1
2021-12-01,Peace River,Gas Plant,Crestwood Energy Ltd,1255.3,20648.7,2157.0,58,700.3
2021-12-01,Peace River,Oil Sands Facility,Crestwood Energy Ltd,9517.9,1578.2,22943.7,465,718.1
2021-12-01,Peace River,Pipeline Terminal,Crestwood Energy Ltd,2601.1,10305.5,7452.6,118,735.2
2021-12-01,Peace River,Compressor Station,Crestwood Energy Ltd,1732.5,15443.7,4541.0,76,724.6
2021-12-01,Athabasca,Battery,Lakeland Petroleum Ltd,10014.5,2213.7,21711.6,360,663.7
2021-12-01,Athabasca,Gas Plant,Lakeland Petroleum Ltd,3051.3,7965.6,8189.6,102,723.2
2021-12-01,Athabasca,Oil Sands Facility,Lakeland Petroleum Ltd,24353.3,640.9,55738.1,788,681.7
2021-12-01,Athabasca,Pipeline Terminal,Lakeland Petroleum Ltd,6133.1,3856.3,14903.9,223,708.3
2021-12-01,Athabasca,Compressor Station,Lakeland Petroleum Ltd,4051.6,5732.0,9018.1,152,709.4
2021-12-01,Cold Lake,Battery,Clearwater Production Ltd,6771.3,1551.8,14571.5,243,668.8
2021-12-01,Cold Lake,Gas Plant,Clearwater Production Ltd,1951.6,5281.7,6125.6,71,739.0
2021-12-01,Cold Lake,Oil Sands Facility,Clearwater Production Ltd,15006.1,409.4,31498.2,594,677.4
2021-12-01,Cold Lake,Pipeline Terminal,Clearwater Production Ltd,4221.7,2751.9,9971.1,159,718.5
2021-12-01,Cold Lake,Compressor Station,Clearwater Production Ltd,2749.7,4032.8,5720.5,109,669.7
2021-12-01,Central Alberta,Battery,Foothills Gas Co,2576.3,9316.2,6793.1,133,673.8
2021-12-01,Central Alberta,Gas Plant,Foothills Gas Co,764.9,32666.3,1522.4,37,673.5
2021-12-01,Central Alberta,Oil Sands Facility,Foothills Gas Co,5779.3,2487.9,18109.7,298,694.0
2021-12-01,Central Alberta,Pipeline Terminal,Foothills Gas Co,1467.3,15092.7,3851.3,81,662.5
2021-12-01,Central Alberta,Compressor Station,Foothills Gas Co,1039.8,24063.8,1992.0,55,692.7
2021-12-01,Southern Alberta,Battery,Foothills Gas Co,1009.9,10099.2,1948.4,79,727.9
2021-12-01,Southern Alberta,Gas Plant,Foothills Gas Co,268.8,31745.9,473.8,23,675.7
2021-12-01,Southern Alberta,Oil Sands Facility,Foothills Gas Co,2235.0,2660.7,5212.2,176,732.5
2021-12-01,Southern Alberta,Pipeline Terminal,Foothills Gas Co,616.0,17521.6,1615.5,48,711.3
2021-12-01,Southern Alberta,Compressor Station,Foothills Gas Co,414.1,26499.7,893.1,33,711.9
2022-01-01,Peace River,Battery,Ridgeline Oil Corp,4157.6,5790.9,11348.5,186,711.6
2022-01-01,Peace River,Gas Plant,Ridgeline Oil Corp,1094.1,17996.5,1985.0,53,685.7
2022-01-01,Peace River,Oil Sands Facility,Ridgeline Oil Corp,8880.5,1472.5,24061.7,445,695.1
2022-01-01,Peace River,Pipeline Terminal,Ridgeline Oil Corp,2363.0,9361.9,5231.5,115,713.4
2022-01-01,Peace River,Compressor Station,Ridgeline Oil Corp,1704.4,15193.4,4486.7,83,706.6
2022-01-01,Athabasca,Battery,Northland Energy Corp,9439.0,2086.5,17221.2,347,697.9
2022-01-01,Athabasca,Gas Plant,Northland Energy Corp,2584.7,6747.5,5620.3,98,671.5
2022-01-01,Athabasca,Oil Sands Facility,Northland Energy Corp,23029.7,606.0,72362.2,827,701.6
2022-01-01,Athabasca,Pipeline Terminal,Northland Energy Corp,6060.7,3810.8,13727.5,229,701.1
2022-01-01,Athabasca,Compressor Station,Northland Energy Corp,3708.5,5246.6,6116.7,151,684.5
2022-01-01,Cold Lake,Battery,Prairie Basin Resources,6300.8,1443.9,15501.1,246,698.4
2022-01-01,Cold Lake,Gas Plant,Prairie Basin Resources,1962.0,5309.8,5543.6,74,669.5
2022-01-01,Cold Lake,Oil Sands Facility,Prairie Basin Resources,14360.5,391.8,40786.4,612,690.8
2022-01-01,Cold Lake,Pipeline Terminal,Prairie Basin Resources,4249.8,2770.3,7082.6,162,705.9
2022-01-01,Cold Lake,Compressor Station,Prairie Basin Resources,2896.7,4248.4,5109.4,109,723.1
2022-01-01,Central Alberta,Battery,Ridgeline Oil Corp,2286.4,8267.7,7314.0,129,689.3
2022-01-01,Central Alberta,Gas Plant,Ridgeline Oil Corp,716.7,30607.3,1650.2,39,725.2
2022-01-01,Central Alberta,Oil Sands Facility,Ridgeline Oil Corp,5288.2,2276.5,15320.6,306,689.5
2022-01-01,Central Alberta,Pipeline Terminal,Ridgeline Oil Corp,1514.0,15572.9,3955.2,78,671.7
2022-01-01,Central Alberta,Compressor Station,Ridgeline Oil Corp,940.2,21757.9,1815.6,51,689.5
2022-01-01,Southern Alberta,Battery,Prairie Basin Resources,908.9,9089.3,2237.7,74,719.1
2022-01-01,Southern Alberta,Gas Plant,Prairie Basin Resources,265.4,31344.8,538.2,23,742.8
2022-01-01,Southern Alberta,Oil Sands Facility,Prairie Basin Resources,2242.8,2670.0,3930.2,186,726.0
2022-01-01,Southern Alberta,Pipeline Terminal,Prairie Basin Resources,620.4,17646.9,1977.8,49,670.7
2022-01-01,Southern Alberta,Compressor Station,Prairie Basin Resources,410.7,26285.9,821.2,32,729.6
2022-02-01,Peace River,Battery,Pemberton Resources Inc,4206.5,5859.0,11281.7,189,708.5
2022-02-01,Peace River,Gas Plant,Pemberton Resources Inc,1145.2,18838.0,2591.3,55,713.2
2022-02-01,Peace River,Oil Sands Facility,Pemberton Resources Inc,9972.4,1653.6,17441.2,443,683.4
2022-02-01,Peace River,Pipeline Terminal,Pemberton Resources Inc,2691.1,10662.0,5894.9,124,687.5
2022-02-01,Peace River,Compressor Station,Pemberton Resources Inc,1573.0,14022.5,4465.1,80,721.4
2022-02-01,Athabasca,Battery,Suncrest Oil Inc,9594.6,2120.9,25546.9,348,665.3
2022-02-01,Athabasca,Gas Plant,Suncrest Oil Inc,2828.4,7383.5,5511.2,102,677.8
2022-02-01,Athabasca,Oil Sands Facility,Suncrest Oil Inc,21788.6,573.4,63739.3,812,708.5
2022-02-01,Athabasca,Pipeline Terminal,Suncrest Oil Inc,6087.5,3827.7,14467.2,217,717.3
2022-02-01,Athabasca,Compressor Station,Suncrest Oil Inc,3766.9,5329.2,6627.2,151,698.6
2022-02-01,Cold Lake,Battery,Vermilion Fields Corp,6267.5,1436.3,18628.5,251,660.1
2022-02-01,Cold Lake,Gas Plant,Vermilion Fields Corp,2053.3,5556.8,3950.0,75,671.1
2022-02-01,Cold Lake,Oil Sands Facility,Vermilion Fields Corp,15760.3,430.0,29225.3,615,683.0
2022-02-01,Cold Lake,Pipeline Terminal,Vermilion Fields Corp,4224.2,2753.5,8451.0,156,735.9
2022-02-01,Cold Lake,Compressor Station,Vermilion Fields Corp,2627.4,3853.5,5870.0,103,718.8
2022-02-01,Central Alberta,Battery,Crestwood Energy Ltd,2296.7,8304.9,6083.4,131,660.1
2022-02-01,Central Alberta,Gas Plant,Crestwood Energy Ltd,693.5,29615.2,1256.8,36,717.1
2022-02-01,Central Alberta,Oil Sands Facility,Crestwood Energy Ltd,5183.7,2231.5,14063.1,311,743.0
2022-02-01,Central Alberta,Pipeline Terminal,Crestwood Energy Ltd,1474.7,15168.3,2671.4,77,692.2
2022-02-01,Central Alberta,Compressor Station,Crestwood Energy Ltd,1026.0,23745.7,1809.7,52,734.0
2022-02-01,Southern Alberta,Battery,Pemberton Resources Inc,899.6,8995.7,2552.6,77,671.2
2022-02-01,Southern Alberta,Gas Plant,Pemberton Resources Inc,295.5,34896.2,540.3,22,660.7
2022-02-01,Southern Alberta,Oil Sands Facility,Pemberton Resources Inc,2257.8,2687.8,5202.3,179,712.8
2022-02-01,Southern Alberta,Pipeline Terminal,Pemberton Resources Inc,563.4,16025.9,1272.6,48,732.2
2022-02-01,Southern Alberta,Compressor Station,Pemberton Resources Inc,372.0,23810.0,655.0,32,709.5
2022-03-01,Peace River,Battery,Crestwood Energy Ltd,4199.4,5849.2,13191.1,185,671.7
2022-03-01,Peace River,Gas Plant,Crestwood Energy Ltd,1206.2,19840.4,2092.5,55,710.4
2022-03-01,Peace River,Oil Sands Facility,Crestwood Energy Ltd,10110.5,1676.5,28778.0,449,731.2
2022-03-01,Peace River,Pipeline Terminal,Crestwood Energy Ltd,2727.1,10804.7,5679.6,118,702.8
2022-03-01,Peace River,Compressor Station,Crestwood Energy Ltd,1840.4,16405.5,3814.9,75,735.4
2022-03-01,Athabasca,Battery,Lakeland Petroleum Ltd,10820.0,2391.8,25879.5,339,702.0
2022-03-01,Athabasca,Gas Plant,Lakeland Petroleum Ltd,3006.0,7847.2,7350.4,107,742.9
2022-03-01,Athabasca,Oil Sands Facility,Lakeland Petroleum Ltd,25177.7,662.6,45601.2,853,707.7
2022-03-01,Athabasca,Pipeline Terminal,Lakeland Petroleum Ltd,6238.0,3922.3,16797.1,226,740.2
2022-03-01,Athabasca,Compressor Station,Lakeland Petroleum Ltd,4399.0,6223.4,7155.9,140,682.0
2022-03-01,Cold Lake,Battery,Clearwater Production Ltd,6497.8,1489.1,11025.1,258,702.6
2022-03-01,Cold Lake,Gas Plant,Clearwater Production Ltd,2062.2,5580.9,4952.7,72,719.0
2022-03-01,Cold Lake,Oil Sands Facility,Clearwater Production Ltd,15258.2,416.3,37512.3,593,683.3
2022-03-01,Cold Lake,Pipeline Terminal,Clearwater Production Ltd,4225.3,2754.2,10217.1,152,727.9
2022-03-01,Cold Lake,Compressor Station,Clearwater Production Ltd,2908.6,4265.9,6472.1,106,730.1
2022-03-01,Central Alberta,Battery,Foothills Gas Co,2560.1,9257.4,4367.0,130,721.3
2022-03-01,Central Alberta,Gas Plant,Foothills Gas Co,763.6,32606.9,1292.5,35,696.5
2022-03-01,Central Alberta,Oil Sands Facility,Foothills Gas Co,5787.8,2491.6,14898.6,293,722.3
2022-03-01,Central Alberta,Pipeline Terminal,Foothills Gas Co,1613.1,16591.6,2889.2,81,718.9
2022-03-01,Central Alberta,Compressor Station,Foothills Gas Co,991.4,22943.1,3098.0,53,725.8
2022-03-01,Southern Alberta,Battery,Foothills Gas Co,1019.5,10195.1,1903.5,71,725.6
2022-03-01,Southern Alberta,Gas Plant,Foothills Gas Co,279.1,32960.8,842.4,22,662.5
2022-03-01,Southern Alberta,Oil Sands Facility,Foothills Gas Co,2406.7,2865.2,4898.0,166,719.8
2022-03-01,Southern Alberta,Pipeline Terminal,Foothills Gas Co,624.7,17769.9,1076.6,46,690.3
2022-03-01,Southern Alberta,Compressor Station,Foothills Gas Co,412.0,26370.4,1032.9,30,681.4
2022-04-01,Peace River,Battery,Ridgeline Oil Corp,4186.2,5830.7,10541.9,192,679.2
2022-04-01,Peace River,Gas Plant,Ridgeline Oil Corp,1294.4,21292.2,2162.2,56,680.5
2022-04-01,Peace River,Oil Sands Facility,Ridgeline Oil Corp,10301.9,1708.2,22795.7,424,738.2
2022-04-01,Peace River,Pipeline Terminal,Ridgeline Oil Corp,2909.0,11525.3,7227.7,122,722.2
2022-04-01,Peace River,Compressor Station,Ridgeline Oil Corp,1826.1,16278.1,3862.0,77,720.5
2022-04-01,Athabasca,Battery,Northland Energy Corp,10245.2,2264.7,17669.1,347,702.2
2022-04-01,Athabasca,Gas Plant,Northland Energy Corp,3260.8,8512.3,6153.0,105,742.4
2022-04-01,Athabasca,Oil Sands Facility,Northland Energy Corp,26266.3,691.2,44922.8,819,683.7
2022-04-01,Athabasca,Pipeline Terminal,Northland Energy Corp,6934.5,4360.2,14726.7,221,660.7
2022-04-01,Athabasca,Compressor Station,Northland Energy Corp,4225.2,5977.6,10571.8,143,712.3
2022-04-01,Cold Lake,Battery,Prairie Basin Resources,7161.0,1641.1,18237.0,249,724.9
2022-04-01,Cold Lake,Gas Plant,Prairie Basin Resources,2009.7,5439.0,6110.9,74,680.6
2022-04-01,Cold Lake,Oil Sands Facility,Prairie Basin Resources,15633.2,426.5,35269.4,567,689.1
2022-04-01,Cold Lake,Pipeline Terminal,Prairie Basin Resources,4712.2,3071.7,14153.2,163,660.1
2022-04-01,Cold Lake,Compressor Station,Prairie Basin Resources,3064.9,4495.2,9067.2,106,668.7
2022-04-01,Central Alberta,Battery,Ridgeline Oil Corp,2590.4,9367.0,5131.8,126,665.0
2022-04-01,Central Alberta,Gas Plant,Ridgeline Oil Corp,804.7,34365.4,2203.8,35,737.4
2022-04-01,Central Alberta,Oil Sands Facility,Ridgeline Oil Corp,6353.9,2735.2,15450.2,302,691.3
2022-04-01,Central Alberta,Pipeline Terminal,Ridgeline Oil Corp,1719.4,17685.0,2984.6,76,671.2
2022-04-01,Central Alberta,Compressor Station,Ridgeline Oil Corp,1123.0,25989.1,1931.3,53,696.5
2022-04-01,Southern Alberta,Battery,Prairie Basin Resources,1084.9,10848.6,2146.8,71,686.5
2022-04-01,Southern Alberta,Gas Plant,Prairie Basin Resources,309.6,36564.6,842.5,21,686.7
2022-04-01,Southern Alberta,Oil Sands Facility,Prairie Basin Resources,2301.0,2739.3,3956.6,166,725.5
2022-04-01,Southern Alberta,Pipeline Terminal,Prairie Basin Resources,644.2,18324.1,1190.9,44,699.1
2022-04-01,Southern Alberta,Compressor Station,Prairie Basin Resources,418.9,26808.5,1029.4,32,677.4
2022-05-01,Peace River,Battery,Pemberton Resources Inc,4515.6,6289.6,9139.6,180,673.2
2022-05-01,Peace River,Gas Plant,Pemberton Resources Inc,1388.6,22841.4,4057.8,55,663.4
2022-05-01,Peace River,Oil Sands Facility,Pemberton Resources Inc,11336.1,1879.7,24083.2,420,680.9
2022-05-01,Peace River,Pipeline Terminal,Pemberton Resources Inc,2841.5,11257.8,6880.8,119,681.9
2022-05-01,Peace River,Compressor Station,Pemberton Resources Inc,2066.2,18418.7,3408.7,77,698.0
2022-05-01,Athabasca,Battery,Suncrest Oil Inc,11487.5,2539.3,22972.3,350,727.5
2022-05-01,Athabasca,Gas Plant,Suncrest Oil Inc,3074.8,8026.7,4978.5,105,742.5
2022-05-01,Athabasca,Oil Sands Facility,Suncrest Oil Inc,24565.2,646.5,71678.2,810,712.9
2022-05-01,Athabasca,Pipeline Terminal,Suncrest Oil Inc,7079.2,4451.2,17922.5,214,728.3
2022-05-01,Athabasca,Compressor Station,Suncrest Oil Inc,4316.1,6106.2,7351.0,152,697.2
2022-05-01,Cold Lake,Battery,Vermilion Fields Corp,7128.4,1633.6,21728.3,256,687.9
2022-05-01,Cold Lake,Gas Plant,Vermilion Fields Corp,2052.7,5555.3,4798.4,70,708.2
2022-05-01,Cold Lake,Oil Sands Facility,Vermilion Fields Corp,18334.9,500.2,40923.5,552,717.4
2022-05-01,Cold Lake,Pipeline Terminal,Vermilion Fields Corp,4484.2,2923.0,8715.2,150,683.5
2022-05-01,Cold Lake,Compressor Station,Vermilion Fields Corp,3301.2,4841.7,5464.9,104,680.6
2022-05-01,Central Alberta,Battery,Crestwood Energy Ltd,2609.7,9437.0,5895.8,126,665.1
2022-05-01,Central Alberta,Gas Plant,Crestwood Energy Ltd,759.5,32433.5,1382.0,35,734.3
2022-05-01,Central Alberta,Oil Sands Facility,Crestwood Energy Ltd,6291.9,2708.6,16416.9,302,726.8
2022-05-01,Central Alberta,Pipeline Terminal,Crestwood Energy Ltd,1794.3,18455.9,5115.7,77,705.7
2022-05-01,Central Alberta,Compressor Station,Crestwood Energy Ltd,1117.1,25853.1,3418.6,52,692.6
2022-05-01,Southern Alberta,Battery,Pemberton Resources Inc,1010.4,10103.6,2132.2,70,735.2
2022-05-01,Southern Alberta,Gas Plant,Pemberton Resources Inc,320.5,37855.3,542.8,22,704.5
2022-05-01,Southern Alberta,Oil Sands Facility,Pemberton Resources Inc,2560.4,3048.0,8191.7,177,668.4
2022-05-01,Southern Alberta,Pipeline Terminal,Pemberton Resources Inc,675.6,19217.9,1369.1,46,737.0
2022-05-01,Southern Alberta,Compressor Station,Pemberton Resources Inc,413.3,26453.7,1320.2,29,731.1
2022-06-01,Peace River,Battery,Crestwood Energy Ltd,4954.2,6900.5,10739.2,193,731.0
2022-06-01,Peace River,Gas Plant,Crestwood Energy Ltd,1324.3,21783.6,3374.4,56,718.6
2022-06-01,Peace River,Oil Sands Facility,Crestwood Energy Ltd,11740.9,1946.8,19315.3,444,739.6
2022-06-01,Peace River,Pipeline Terminal,Crestwood Energy Ltd,2999.1,11882.1,7500.7,113,743.0
2022-06-01,Peace River,Compressor Station,Crestwood Energy Ltd,2087.6,18609.6,4984.3,76,701.2
2022-06-01,Athabasca,Battery,Lakeland Petroleum Ltd,10748.3,2375.9,21197.8,341,704.2
2022-06-01,Athabasca,Gas Plant,Lakeland Petroleum Ltd,3093.2,8074.9,9491.9,99,671.0
2022-06-01,Athabasca,Oil Sands Facility,Lakeland Petroleum Ltd,27413.7,721.4,84161.4,847,687.2
2022-06-01,Athabasca,Pipeline Terminal,Lakeland Petroleum Ltd,6649.5,4181.0,16880.3,228,725.0
2022-06-01,Athabasca,Compressor Station,Lakeland Petroleum Ltd,4981.5,7047.5,14830.3,152,691.4
2022-06-01,Cold Lake,Battery,Clearwater Production Ltd,8167.6,1871.7,18237.9,237,685.3
2022-06-01,Cold Lake,Gas Plant,Clearwater Production Ltd,2129.2,5762.5,3943.3,75,726.5
2022-06-01,Cold Lake,Oil Sands Facility,Clearwater Production Ltd,19104.9,521.2,50411.9,557,741.4
2022-06-01,Cold Lake,Pipeline Terminal,Clearwater Production Ltd,4937.6,3218.6,15238.2,158,678.8
2022-06-01,Cold Lake,Compressor Station,Clearwater Production Ltd,3244.8,4759.0,6102.0,100,717.8
2022-06-01,Central Alberta,Battery,Foothills Gas Co,2597.2,9391.8,7184.2,130,739.7
2022-06-01,Central Alberta,Gas Plant,Foothills Gas Co,787.1,33612.1,2511.5,38,662.7
2022-06-01,Central Alberta,Oil Sands Facility,Foothills Gas Co,6485.4,2791.9,19933.9,304,678.6
2022-06-01,Central Alberta,Pipeline Terminal,Foothills Gas Co,1728.3,17777.2,5355.5,75,722.6
2022-06-01,Central Alberta,Compressor Station,Foothills Gas Co,1099.9,25454.1,3488.7,50,734.4
2022-06-01,Southern Alberta,Battery,Foothills Gas Co,1013.6,10136.0,2771.5,72,734.5
2022-06-01,Southern Alberta,Gas Plant,Foothills Gas Co,311.4,36769.0,630.4,20,665.7
2022-06-01,Southern Alberta,Oil Sands Facility,Foothills Gas Co,2424.1,2885.8,4297.6,159,692.4
2022-06-01,Southern Alberta,Pipeline Terminal,Foothills Gas Co,694.1,19743.0,2186.8,46,701.4
2022-06-01,Southern Alberta,Compressor Station,Foothills Gas Co,440.5,28193.6,1089.6,28,700.3
2022-07-01,Peace River,Battery,Ridgeline Oil Corp,5119.5,7130.7,13523.4,189,673.7
2022-07-01,Peace River,Gas Plant,Ridgeline Oil Corp,1336.0,21975.5,3945.5,53,686.8
2022-07-01,Peace River,Oil Sands Facility,Ridgeline Oil Corp,12084.9,2003.9,20770.6,420,691.5
2022-07-01,Peace River,Pipeline Terminal,Ridgeline Oil Corp,3143.4,12453.8,7780.8,121,667.8
2022-07-01,Peace River,Compressor Station,Ridgeline Oil Corp,2056.4,18331.3,5309.3,77,662.6
2022-07-01,Athabasca,Battery,Northland Energy Corp,12426.5,2746.9,23162.9,363,673.2
2022-07-01,Athabasca,Gas Plant,Northland Energy Corp,3222.5,8412.3,6215.8,99,718.6
2022-07-01,Athabasca,Oil Sands Facility,Northland Energy Corp,28152.6,740.9,77925.2,798,683.6
2022-07-01,Athabasca,Pipeline Terminal,Northland Energy Corp,7044.8,4429.6,11831.2,220,730.5
2022-07-01,Athabasca,Compressor Station,Northland Energy Corp,4639.2,6563.3,10101.1,144,684.7
2022-07-01,Cold Lake,Battery,Prairie Basin Resources,8040.3,1842.6,20585.9,238,662.2
2022-07-01,Cold Lake,Gas Plant,Prairie Basin Resources,2187.4,5919.9,4521.1,68,730.9
2022-07-01,Cold Lake,Oil Sands Facility,Prairie Basin Resources,17852.4,487.0,39917.0,572,715.5
2022-07-01,Cold Lake,Pipeline Terminal,Prairie Basin Resources,4632.5,3019.7,11445.1,148,734.4
2022-07-01,Cold Lake,Compressor Station,Prairie Basin Resources,3215.9,4716.7,7439.1,99,699.1
2022-07-01,Central Alberta,Battery,Ridgeline Oil Corp,2685.4,9710.5,5450.6,118,723.2
2022-07-01,Central Alberta,Gas Plant,Ridgeline Oil Corp,833.5,35595.6,1447.9,35,705.5
2022-07-01,Central Alberta,Oil Sands Facility,Ridgeline Oil Corp,6944.9,2989.7,17664.8,289,730.6
2022-07-01,Central Alberta,Pipeline Terminal,Ridgeline Oil Corp,1823.0,18751.3,4137.9,77,732.8
2022-07-01,Central Alberta,Compressor Station,Ridgeline Oil Corp,1159.4,26831.7,3490.5,51,666.6
2022-07-01,Southern Alberta,Battery,Prairie Basin Resources,1154.3,11543.1,3166.1,71,735.6
2022-07-01,Southern Alberta,Gas Plant,Prairie Basin Resources,332.1,39220.3,891.4,20,670.1
2022-07-01,Southern Alberta,Oil Sands Facility,Prairie Basin Resources,2641.4,3144.5,4956.9,173,741.7
2022-07-01,Southern Alberta,Pipeline Terminal,Prairie Basin Resources,712.4,20264.5,1283.7,44,743.0
